Time measured,Instantan lufttemperatur i 2m høyde  (TT),Vindhastighet i 2m 60 min middel (FM2),Globalstråling (Q0)
2019-10-16 23:00:00+02,7.4,0.5,0.0
2019-10-17 00:00:00+02,7.4,0.4,0.0
2019-10-17 01:00:00+02,7.4,0.4,0.0
2019-10-17 02:00:00+02,7.3,0.4,0.0
2019-10-17 03:00:00+02,7.0,1.1,0.0
2019-10-17 04:00:00+02,6.8,1.1,0.0
2019-10-17 05:00:00+02,6.7,1.1,0.0
2019-10-17 06:00:00+02,6.2,0.9,0.0
2019-10-17 07:00:00+02,6.1,0.9,0.0
2019-10-17 08:00:00+02,6.4,1.0,14.0
2019-10-17 09:00:00+02,6.9,0.9,37.9
2019-10-17 10:00:00+02,7.6,1.0,94.6
2019-10-17 11:00:00+02,7.9,1.3,114.0
2019-10-17 12:00:00+02,8.0,1.0,84.6
2019-10-17 13:00:00+02,7.8,1.1,59.5
2019-10-17 14:00:00+02,7.8,1.1,53.7
2019-10-17 15:00:00+02,7.7,1.3,26.9
2019-10-17 16:00:00+02,7.6,1.1,30.6
2019-10-17 17:00:00+02,7.5,0.9,10.0
2019-10-17 18:00:00+02,7.5,0.8,0.5
2019-10-17 19:00:00+02,7.6,0.8,0.0
2019-10-17 20:00:00+02,7.8,0.8,0.0
2019-10-17 21:00:00+02,8.0,0.8,0.0
2019-10-17 22:00:00+02,8.3,0.9,0.0
2019-10-17 23:00:00+02,8.7,0.6,0.0
2019-10-18 00:00:00+02,9.2,0.7,0.0
2019-10-18 01:00:00+02,9.8,1.6,0.0
2019-10-18 02:00:00+02,8.4,1.5,0.0
2019-10-18 03:00:00+02,8.0,0.8,0.0
2019-10-18 04:00:00+02,7.6,1.0,0.0
2019-10-18 05:00:00+02,7.4,1.1,0.0
2019-10-18 06:00:00+02,7.2,1.3,0.0
2019-10-18 07:00:00+02,6.8,0.9,0.3
2019-10-18 08:00:00+02,6.9,0.7,13.3
2019-10-18 09:00:00+02,7.2,0.2,42.0
2019-10-18 10:00:00+02,7.6,0.2,72.3
2019-10-18 11:00:00+02,8.6,0.7,122.8
2019-10-18 12:00:00+02,9.1,0.7,132.4
2019-10-18 13:00:00+02,9.6,0.5,102.2
2019-10-18 14:00:00+02,9.8,0.7,129.9
2019-10-18 15:00:00+02,9.7,1.0,115.8
2019-10-18 16:00:00+02,9.8,0.8,53.0
2019-10-18 17:00:00+02,9.4,0.7,9.3
2019-10-18 18:00:00+02,8.7,0.7,0.0
2019-10-18 19:00:00+02,8.5,1.1,0.0
2019-10-18 20:00:00+02,8.5,1.5,0.0
2019-10-18 21:00:00+02,8.7,1.6,0.0
2019-10-18 22:00:00+02,8.8,1.9,0.0
2019-10-18 23:00:00+02,8.8,1.9,0.0
2019-10-19 00:00:00+02,8.8,1.9,0.0
2019-10-19 01:00:00+02,8.9,1.6,0.0
2019-10-19 02:00:00+02,8.9,2.2,0.0
2019-10-19 03:00:00+02,9.1,1.5,0.0
2019-10-19 04:00:00+02,9.4,0.8,0.0
2019-10-19 05:00:00+02,9.2,0.8,0.0
2019-10-19 06:00:00+02,9.9,1.0,0.0
2019-10-19 07:00:00+02,9.6,3.2,0.0
2019-10-19 08:00:00+02,9.8,2.0,4.9
2019-10-19 09:00:00+02,9.2,2.8,25.8
2019-10-19 10:00:00+02,9.1,2.1,27.0
2019-10-19 11:00:00+02,8.4,1.6,20.6
2019-10-19 12:00:00+02,7.9,1.4,31.4
2019-10-19 13:00:00+02,7.7,1.1,46.8
2019-10-19 14:00:00+02,7.6,0.9,46.7
2019-10-19 15:00:00+02,7.7,0.8,72.8
2019-10-19 16:00:00+02,7.7,0.6,103.3
2019-10-19 17:00:00+02,6.3,0.3,15.7
2019-10-19 18:00:00+02,5.0,0.1,0.0
2019-10-19 19:00:00+02,3.9,0.1,0.0
2019-10-19 20:00:00+02,3.6,0.1,0.0
2019-10-19 21:00:00+02,3.9,0.1,0.0
2019-10-19 22:00:00+02,4.0,0.6,0.0
2019-10-19 23:00:00+02,4.2,0.5,0.0
2019-10-20 00:00:00+02,4.3,0.3,0.0
2019-10-20 01:00:00+02,4.4,0.8,0.0
2019-10-20 02:00:00+02,4.8,0.8,0.0
2019-10-20 03:00:00+02,5.1,1.0,0.0
2019-10-20 04:00:00+02,5.2,1.0,0.0
2019-10-20 05:00:00+02,5.5,0.8,0.0
2019-10-20 06:00:00+02,5.7,0.8,0.0
2019-10-20 07:00:00+02,6.0,1.0,0.0
2019-10-20 08:00:00+02,6.1,0.9,1.7
2019-10-20 09:00:00+02,6.2,1.0,10.7
2019-10-20 10:00:00+02,6.5,0.9,27.1
2019-10-20 11:00:00+02,6.9,1.0,95.8
2019-10-20 12:00:00+02,7.0,1.2,97.6
2019-10-20 13:00:00+02,6.8,1.1,88.1
2019-10-20 14:00:00+02,6.8,1.3,101.9
2019-10-20 15:00:00+02,6.6,1.2,79.7
2019-10-20 16:00:00+02,6.5,1.1,44.8
2019-10-20 17:00:00+02,5.6,0.8,16.0
2019-10-20 18:00:00+02,5.2,0.6,0.0
2019-10-20 19:00:00+02,4.9,0.7,0.0
2019-10-20 20:00:00+02,5.0,0.6,0.0
2019-10-20 21:00:00+02,5.0,0.5,0.0
2019-10-20 22:00:00+02,4.8,1.3,0.0
2019-10-20 23:00:00+02,4.6,0.8,0.0
2019-10-21 00:00:00+02,4.5,1.0,0.0
2019-10-21 01:00:00+02,4.4,0.6,0.0
2019-10-21 02:00:00+02,4.2,0.9,0.0
2019-10-21 03:00:00+02,3.8,1.1,0.0
2019-10-21 04:00:00+02,2.9,0.9,0.0
2019-10-21 05:00:00+02,2.5,0.2,0.0
2019-10-21 06:00:00+02,3.6,0.9,0.0
2019-10-21 07:00:00+02,3.6,0.5,0.0
2019-10-21 08:00:00+02,3.8,0.5,8.5
2019-10-21 09:00:00+02,3.8,0.6,34.7
2019-10-21 10:00:00+02,4.1,0.8,65.8
2019-10-21 11:00:00+02,4.4,0.6,104.3
2019-10-21 12:00:00+02,4.4,0.6,108.4
2019-10-21 13:00:00+02,4.3,0.6,98.0
2019-10-21 14:00:00+02,4.6,0.4,62.4
2019-10-21 15:00:00+02,4.7,0.3,46.5
2019-10-21 16:00:00+02,4.7,0.7,21.7
2019-10-21 17:00:00+02,5.1,1.4,5.0
2019-10-21 18:00:00+02,5.4,1.4,0.0
2019-10-21 19:00:00+02,4.9,0.5,0.0
2019-10-21 20:00:00+02,4.8,0.6,0.0
2019-10-21 21:00:00+02,5.2,0.6,0.0
2019-10-21 22:00:00+02,8.2,1.3,0.0
2019-10-21 23:00:00+02,8.3,2.6,0.0
2019-10-22 00:00:00+02,7.3,2.4,0.0
2019-10-22 01:00:00+02,6.5,2.2,0.0
2019-10-22 02:00:00+02,6.1,2.0,0.0
2019-10-22 03:00:00+02,6.8,2.2,0.0
2019-10-22 04:00:00+02,7.6,2.7,0.0
2019-10-22 05:00:00+02,7.8,3.1,0.0
2019-10-22 06:00:00+02,8.6,3.5,0.0
2019-10-22 07:00:00+02,8.7,3.9,0.0
2019-10-22 08:00:00+02,8.9,3.6,10.4
2019-10-22 09:00:00+02,8.9,3.2,27.2
2019-10-22 10:00:00+02,9.0,3.2,38.9
2019-10-22 11:00:00+02,9.5,3.8,70.4
2019-10-22 12:00:00+02,9.6,3.8,71.1
2019-10-22 13:00:00+02,9.8,3.7,57.6
2019-10-22 14:00:00+02,9.9,3.7,53.6
2019-10-22 15:00:00+02,9.9,3.0,37.4
2019-10-22 16:00:00+02,10.1,3.6,23.3
2019-10-22 17:00:00+02,10.1,3.9,4.6
2019-10-22 18:00:00+02,10.3,3.3,0.0
2019-10-22 19:00:00+02,10.5,3.5,0.0
2019-10-22 20:00:00+02,10.5,3.5,0.0
2019-10-22 21:00:00+02,10.4,3.4,0.0
2019-10-22 22:00:00+02,10.4,3.8,0.0
2019-10-22 23:00:00+02,10.2,2.6,0.0
2019-10-23 00:00:00+02,9.7,2.2,0.0
2019-10-23 01:00:00+02,9.9,2.0,0.0
2019-10-23 02:00:00+02,10.2,2.1,0.0
2019-10-23 03:00:00+02,10.1,2.4,0.0
2019-10-23 04:00:00+02,9.9,1.8,0.0
2019-10-23 05:00:00+02,10.0,2.1,0.0
2019-10-23 06:00:00+02,10.0,2.4,0.0
2019-10-23 07:00:00+02,10.1,2.9,0.0
2019-10-23 08:00:00+02,10.1,2.1,6.8
2019-10-23 09:00:00+02,10.0,1.5,21.6
2019-10-23 10:00:00+02,10.2,1.8,45.5
2019-10-23 11:00:00+02,10.6,2.0,66.8
2019-10-23 12:00:00+02,11.8,2.4,107.1
2019-10-23 13:00:00+02,12.7,3.1,335.2
2019-10-23 14:00:00+02,12.7,3.7,267.0
2019-10-23 15:00:00+02,12.6,3.4,194.0
2019-10-23 16:00:00+02,11.2,3.5,86.9
2019-10-23 17:00:00+02,10.9,3.5,13.2
2019-10-23 18:00:00+02,10.7,3.5,0.0
2019-10-23 19:00:00+02,10.6,3.3,0.0
2019-10-23 20:00:00+02,10.5,2.7,0.0
2019-10-23 21:00:00+02,10.4,2.8,0.0
2019-10-23 22:00:00+02,10.3,2.7,0.0
2019-10-23 23:00:00+02,10.0,1.8,0.0
2019-10-24 00:00:00+02,10.4,2.1,0.0
2019-10-24 01:00:00+02,10.7,2.2,0.0
2019-10-24 02:00:00+02,10.4,2.3,0.0
2019-10-24 03:00:00+02,10.1,2.5,0.0
2019-10-24 04:00:00+02,9.4,1.7,0.0
2019-10-24 05:00:00+02,9.8,1.1,0.0
2019-10-24 06:00:00+02,9.5,0.8,0.0
2019-10-24 07:00:00+02,10.6,0.8,0.0
2019-10-24 08:00:00+02,10.6,1.1,3.3
2019-10-24 09:00:00+02,10.1,0.9,7.7
2019-10-24 10:00:00+02,9.4,0.3,12.4
2019-10-24 11:00:00+02,10.0,0.2,39.6
2019-10-24 12:00:00+02,10.1,0.1,22.7
2019-10-24 13:00:00+02,10.6,0.4,16.6
2019-10-24 14:00:00+02,10.6,0.8,15.7
2019-10-24 15:00:00+02,11.1,0.8,13.3
2019-10-24 16:00:00+02,11.7,1.0,3.6
2019-10-24 17:00:00+02,12.1,2.1,2.1
2019-10-24 18:00:00+02,11.9,2.3,0.0
2019-10-24 19:00:00+02,11.8,1.9,0.0
2019-10-24 20:00:00+02,11.8,1.9,0.0
2019-10-24 21:00:00+02,11.6,1.8,0.0
2019-10-24 22:00:00+02,11.5,2.1,0.0
2019-10-24 23:00:00+02,11.7,2.2,0.0
2019-10-25 00:00:00+02,11.7,3.7,0.0
2019-10-25 01:00:00+02,11.7,3.6,0.0
2019-10-25 02:00:00+02,11.8,3.0,0.0
2019-10-25 03:00:00+02,12.3,2.7,0.0
2019-10-25 04:00:00+02,12.7,3.4,0.0
2019-10-25 05:00:00+02,12.8,3.7,0.0
2019-10-25 06:00:00+02,11.8,5.4,0.1
2019-10-25 07:00:00+02,10.8,6.0,0.0
2019-10-25 08:00:00+02,10.0,3.9,6.2
2019-10-25 09:00:00+02,9.5,3.6,25.8
2019-10-25 10:00:00+02,9.8,3.1,49.7
2019-10-25 11:00:00+02,10.0,3.4,128.5
2019-10-25 12:00:00+02,10.0,2.6,136.9
2019-10-25 13:00:00+02,10.0,2.3,126.6
2019-10-25 14:00:00+02,10.7,2.4,178.1
2019-10-25 15:00:00+02,10.5,2.5,181.3
2019-10-25 16:00:00+02,9.7,2.9,87.5
2019-10-25 17:00:00+02,8.7,2.6,13.6
2019-10-25 18:00:00+02,7.8,2.1,0.0
2019-10-25 19:00:00+02,7.7,2.2,0.0
2019-10-25 20:00:00+02,7.7,3.3,0.0
2019-10-25 21:00:00+02,7.7,3.3,0.0
2019-10-25 22:00:00+02,7.7,2.6,0.0
2019-10-25 23:00:00+02,7.7,1.9,0.0
2019-10-26 00:00:00+02,8.4,1.9,0.0
2019-10-26 01:00:00+02,6.1,1.5,0.0
2019-10-26 02:00:00+02,4.6,0.1,0.0
2019-10-26 03:00:00+02,4.0,0.6,0.0
2019-10-26 04:00:00+02,3.0,1.7,0.0
2019-10-26 05:00:00+02,2.6,1.7,0.0
2019-10-26 06:00:00+02,2.7,0.9,0.0
2019-10-26 07:00:00+02,3.4,0.8,0.0
2019-10-26 08:00:00+02,3.7,0.9,4.0
2019-10-26 09:00:00+02,4.2,0.8,25.6
2019-10-26 10:00:00+02,4.8,0.6,48.1
2019-10-26 11:00:00+02,5.2,0.5,67.3
2019-10-26 12:00:00+02,6.0,0.5,88.5
2019-10-26 13:00:00+02,6.0,0.6,105.2
2019-10-26 14:00:00+02,6.0,0.8,88.3
2019-10-26 15:00:00+02,5.9,1.2,79.2
2019-10-26 16:00:00+02,5.6,1.7,35.2
2019-10-26 17:00:00+02,5.3,1.5,6.9
2019-10-26 18:00:00+02,4.6,0.5,0.0
2019-10-26 19:00:00+02,3.6,0.4,0.0
2019-10-26 20:00:00+02,3.4,0.2,0.0
2019-10-26 21:00:00+02,4.0,0.3,0.0
2019-10-26 22:00:00+02,3.7,0.1,0.0
2019-10-26 23:00:00+02,3.9,0.5,0.0
2019-10-27 00:00:00+02,4.0,0.2,0.0
2019-10-27 01:00:00+02,4.7,0.2,0.0
2019-10-27 02:00:00+02,4.2,0.5,0.0
2019-10-27 02:00:00+01,4.0,0.5,0.0
2019-10-27 03:00:00+01,4.0,0.6,0.0
2019-10-27 04:00:00+01,3.7,0.4,0.0
2019-10-27 05:00:00+01,3.4,0.5,0.0
2019-10-27 06:00:00+01,3.4,0.5,0.0
2019-10-27 07:00:00+01,3.5,0.6,2.8
2019-10-27 08:00:00+01,3.8,0.6,30.2
2019-10-27 09:00:00+01,3.9,0.7,63.0
2019-10-27 10:00:00+01,4.5,0.7,126.5
2019-10-27 11:00:00+01,6.3,0.6,269.6
2019-10-27 12:00:00+01,6.5,0.7,276.1
2019-10-27 13:00:00+01,6.9,0.6,241.7
2019-10-27 14:00:00+01,7.6,0.4,173.9
2019-10-27 15:00:00+01,5.8,0.3,80.6
2019-10-27 16:00:00+01,2.2,0.2,7.7
2019-10-27 17:00:00+01,0.6,0.2,0.0
2019-10-27 18:00:00+01,-0.7,0.2,0.0
2019-10-27 19:00:00+01,-1.0,0.1,0.0
2019-10-27 20:00:00+01,-1.4,0.1,0.0
2019-10-27 21:00:00+01,-1.4,0.2,0.0
2019-10-27 22:00:00+01,-1.4,0.2,0.0
2019-10-27 23:00:00+01,-0.8,0.5,0.0
2019-10-28 00:00:00+01,-0.5,0.3,0.0
2019-10-28 01:00:00+01,-0.5,0.2,0.0
2019-10-28 02:00:00+01,-0.3,0.3,0.0
2019-10-28 03:00:00+01,-0.2,0.2,0.0
2019-10-28 04:00:00+01,0.3,0.2,0.0
2019-10-28 05:00:00+01,0.8,0.2,0.0
2019-10-28 06:00:00+01,0.8,0.3,0.0
2019-10-28 07:00:00+01,0.2,0.2,6.0
2019-10-28 08:00:00+01,1.3,0.2,44.8
2019-10-28 09:00:00+01,2.7,0.3,77.9
2019-10-28 10:00:00+01,4.6,0.4,106.2
2019-10-28 11:00:00+01,6.8,0.5,237.7
2019-10-28 12:00:00+01,7.6,0.5,240.4
2019-10-28 13:00:00+01,8.3,0.5,216.2
2019-10-28 14:00:00+01,8.9,0.6,180.7
2019-10-28 15:00:00+01,7.6,0.3,102.2
2019-10-28 16:00:00+01,5.2,0.1,7.1
2019-10-28 17:00:00+01,1.4,0.0,0.0
2019-10-28 18:00:00+01,0.3,0.0,0.0
2019-10-28 19:00:00+01,-0.8,0.2,0.0
2019-10-28 20:00:00+01,-1.2,0.2,0.0
2019-10-28 21:00:00+01,-1.6,0.1,0.0
2019-10-28 22:00:00+01,-1.1,0.0,0.0
2019-10-28 23:00:00+01,-1.9,0.1,0.0
2019-10-29 00:00:00+01,-2.0,0.1,0.0
2019-10-29 01:00:00+01,-1.8,0.1,0.0
2019-10-29 02:00:00+01,-2.6,0.1,0.0
2019-10-29 03:00:00+01,-1.5,0.1,0.0
2019-10-29 04:00:00+01,-1.9,0.2,0.0
2019-10-29 05:00:00+01,-1.1,0.3,0.0
2019-10-29 06:00:00+01,-1.3,0.2,0.0
2019-10-29 07:00:00+01,-1.9,0.2,2.7
2019-10-29 08:00:00+01,0.0,0.2,28.6
2019-10-29 09:00:00+01,1.4,0.4,49.8
2019-10-29 10:00:00+01,4.6,0.2,97.4
2019-10-29 11:00:00+01,6.9,0.7,260.3
2019-10-29 12:00:00+01,7.6,1.0,268.9
2019-10-29 13:00:00+01,8.0,1.1,235.3
2019-10-29 14:00:00+01,8.3,0.7,166.3
2019-10-29 15:00:00+01,5.7,0.4,73.2
2019-10-29 16:00:00+01,0.9,0.2,4.8
2019-10-29 17:00:00+01,-0.7,0.1,0.0
2019-10-29 18:00:00+01,-1.1,0.2,0.0
2019-10-29 19:00:00+01,-1.5,0.2,0.0
2019-10-29 20:00:00+01,-2.1,0.1,0.0
2019-10-29 21:00:00+01,-2.7,0.1,0.0
2019-10-29 22:00:00+01,-3.4,0.1,0.0
2019-10-29 23:00:00+01,-3.4,0.2,0.0
2019-10-30 00:00:00+01,-3.7,0.2,0.0
2019-10-30 01:00:00+01,-4.1,0.1,0.0
2019-10-30 02:00:00+01,-4.0,0.3,0.0
2019-10-30 03:00:00+01,-3.9,0.1,0.0
2019-10-30 04:00:00+01,-3.9,0.2,0.0
2019-10-30 05:00:00+01,-3.2,0.1,0.0
2019-10-30 06:00:00+01,-2.6,0.3,0.0
2019-10-30 07:00:00+01,-2.3,0.3,2.3
2019-10-30 08:00:00+01,-1.7,0.3,19.7
2019-10-30 09:00:00+01,-0.8,0.3,40.0
2019-10-30 10:00:00+01,0.3,0.1,81.3
2019-10-30 11:00:00+01,2.5,0.6,213.8
2019-10-30 12:00:00+01,3.8,0.7,200.7
2019-10-30 13:00:00+01,3.3,0.7,88.3
2019-10-30 14:00:00+01,2.9,0.3,74.7
2019-10-30 15:00:00+01,2.8,0.1,73.7
2019-10-30 16:00:00+01,-0.3,0.1,4.3
2019-10-30 17:00:00+01,-1.3,0.1,0.0
2019-10-30 18:00:00+01,-1.0,0.1,0.0
2019-10-30 19:00:00+01,-1.1,0.2,0.0
2019-10-30 20:00:00+01,-1.0,0.3,0.0
2019-10-30 21:00:00+01,-0.2,0.3,0.0
2019-10-30 22:00:00+01,1.2,0.5,0.0
2019-10-30 23:00:00+01,2.0,0.4,0.0
2019-10-31 00:00:00+01,2.8,0.3,0.0
2019-10-31 01:00:00+01,3.3,0.3,0.0
2019-10-31 02:00:00+01,4.3,0.8,0.0
2019-10-31 03:00:00+01,4.5,0.8,0.0
2019-10-31 04:00:00+01,1.2,0.6,0.0
2019-10-31 05:00:00+01,2.5,0.4,0.0
2019-10-31 06:00:00+01,3.8,0.5,0.0
2019-10-31 07:00:00+01,3.9,0.5,0.8
2019-10-31 08:00:00+01,3.8,0.2,10.2
2019-10-31 09:00:00+01,4.1,0.0,45.6
2019-10-31 10:00:00+01,7.8,0.5,131.6
2019-10-31 11:00:00+01,9.2,0.9,184.4
2019-10-31 12:00:00+01,10.6,1.4,279.6
2019-10-31 13:00:00+01,10.6,1.2,238.1
2019-10-31 14:00:00+01,10.0,1.0,146.3
2019-10-31 15:00:00+01,8.7,0.6,70.4
2019-10-31 16:00:00+01,3.8,0.1,2.8
2019-10-31 17:00:00+01,1.6,0.2,0.0
2019-10-31 18:00:00+01,1.0,0.3,0.0
2019-10-31 19:00:00+01,-0.6,0.1,0.0
2019-10-31 20:00:00+01,-1.0,0.1,0.0
2019-10-31 21:00:00+01,-1.5,0.1,0.0
2019-10-31 22:00:00+01,-1.7,0.1,0.0
2019-10-31 23:00:00+01,-2.2,0.1,0.0
2019-11-01 00:00:00+01,-2.3,0.3,0.0
2019-11-01 01:00:00+01,-2.8,0.1,0.0
2019-11-01 02:00:00+01,-2.9,0.1,0.0
2019-11-01 03:00:00+01,-3.5,0.2,0.0
2019-11-01 04:00:00+01,-3.4,0.2,0.0
2019-11-01 05:00:00+01,-3.2,0.1,0.0
2019-11-01 06:00:00+01,-2.0,0.2,0.0
2019-11-01 07:00:00+01,-1.3,0.1,2.1
2019-11-01 08:00:00+01,-0.3,0.3,24.1
2019-11-01 09:00:00+01,0.4,0.4,54.1
2019-11-01 10:00:00+01,0.9,0.3,68.4
2019-11-01 11:00:00+01,1.2,0.3,63.6
2019-11-01 12:00:00+01,2.8,0.1,126.1
2019-11-01 13:00:00+01,2.8,0.2,59.5
2019-11-01 14:00:00+01,3.1,0.3,44.5
2019-11-01 15:00:00+01,2.8,0.2,29.3
2019-11-01 16:00:00+01,2.2,0.3,1.5
2019-11-01 17:00:00+01,1.8,0.3,0.0
2019-11-01 18:00:00+01,1.6,0.3,0.0
2019-11-01 19:00:00+01,1.2,0.3,0.0
2019-11-01 20:00:00+01,1.3,0.3,0.0
2019-11-01 21:00:00+01,0.3,0.4,0.0
2019-11-01 22:00:00+01,-0.4,0.5,0.0
2019-11-01 23:00:00+01,-0.4,0.4,0.0
2019-11-02 00:00:00+01,-0.7,0.3,0.0
2019-11-02 01:00:00+01,-1.4,0.1,0.0
2019-11-02 02:00:00+01,-1.6,0.1,0.0
2019-11-02 03:00:00+01,0.1,0.7,0.0
2019-11-02 04:00:00+01,0.4,1.0,0.0
2019-11-02 05:00:00+01,0.7,1.3,0.0
2019-11-02 06:00:00+01,1.2,1.4,0.0
2019-11-02 07:00:00+01,1.2,0.6,1.2
2019-11-02 08:00:00+01,1.4,1.1,21.8
2019-11-02 09:00:00+01,1.8,1.3,59.9
2019-11-02 10:00:00+01,2.6,1.2,98.5
2019-11-02 11:00:00+01,3.2,1.2,145.1
2019-11-02 12:00:00+01,4.1,1.4,157.4
2019-11-02 13:00:00+01,4.7,2.0,189.5
2019-11-02 14:00:00+01,3.6,1.6,98.4
2019-11-02 15:00:00+01,2.6,1.4,41.3
2019-11-02 16:00:00+01,1.4,0.9,0.8
2019-11-02 17:00:00+01,0.5,0.4,0.0
2019-11-02 18:00:00+01,0.1,0.6,0.0
2019-11-02 19:00:00+01,0.1,0.6,0.0
2019-11-02 20:00:00+01,0.0,0.9,0.0
2019-11-02 21:00:00+01,-0.0,0.8,0.0
2019-11-02 22:00:00+01,-0.2,0.8,0.0
2019-11-02 23:00:00+01,-0.3,1.2,0.0
2019-11-03 00:00:00+01,-0.2,1.2,0.0
2019-11-03 01:00:00+01,-0.2,1.4,0.0
2019-11-03 02:00:00+01,-0.0,1.1,0.0
2019-11-03 03:00:00+01,0.2,1.5,0.0
2019-11-03 04:00:00+01,0.4,1.8,0.0
2019-11-03 05:00:00+01,0.7,1.7,0.0
2019-11-03 06:00:00+01,1.0,1.8,0.0
2019-11-03 07:00:00+01,1.4,2.3,0.5
2019-11-03 08:00:00+01,1.6,2.1,8.1
2019-11-03 09:00:00+01,1.9,2.3,28.8
2019-11-03 10:00:00+01,2.6,2.6,131.7
2019-11-03 11:00:00+01,2.7,2.8,156.6
2019-11-03 12:00:00+01,2.9,3.1,102.2
2019-11-03 13:00:00+01,2.9,2.9,88.6
2019-11-03 14:00:00+01,2.5,2.9,30.9
2019-11-03 15:00:00+01,2.4,2.7,10.9
2019-11-03 16:00:00+01,2.3,2.5,0.8
2019-11-03 17:00:00+01,2.2,2.5,0.0
2019-11-03 18:00:00+01,1.9,2.3,0.0
2019-11-03 19:00:00+01,1.6,2.2,0.0
2019-11-03 20:00:00+01,1.5,1.9,0.0
2019-11-03 21:00:00+01,1.5,1.7,0.0
2019-11-03 22:00:00+01,1.1,2.1,0.0
2019-11-03 23:00:00+01,0.6,2.1,0.0
2019-11-04 00:00:00+01,0.4,2.1,0.0
2019-11-04 01:00:00+01,0.6,1.9,0.0
2019-11-04 02:00:00+01,0.7,2.1,0.0
2019-11-04 03:00:00+01,0.5,1.6,0.0
2019-11-04 04:00:00+01,0.4,1.6,0.0
2019-11-04 05:00:00+01,0.3,1.5,0.0
2019-11-04 06:00:00+01,0.2,1.5,0.0
2019-11-04 07:00:00+01,0.1,2.0,0.6
2019-11-04 08:00:00+01,0.2,2.2,15.0
2019-11-04 09:00:00+01,0.4,2.0,47.1
2019-11-04 10:00:00+01,0.9,1.8,94.3
2019-11-04 11:00:00+01,1.6,2.2,204.8
2019-11-04 12:00:00+01,1.4,1.9,159.1
2019-11-04 13:00:00+01,1.1,2.2,135.6
2019-11-04 14:00:00+01,0.8,1.8,88.4
2019-11-04 15:00:00+01,0.4,1.6,34.8
2019-11-04 16:00:00+01,-0.2,1.6,0.0
2019-11-04 17:00:00+01,-0.9,1.2,0.0
2019-11-04 18:00:00+01,-1.3,0.9,0.0
2019-11-04 19:00:00+01,-1.5,1.0,0.0
2019-11-04 20:00:00+01,-1.8,1.4,0.0
2019-11-04 21:00:00+01,-2.1,1.0,0.0
2019-11-04 22:00:00+01,-2.1,1.3,0.0
2019-11-04 23:00:00+01,-2.5,1.4,0.0
2019-11-05 00:00:00+01,-2.5,1.1,0.0
2019-11-05 01:00:00+01,-2.7,1.0,0.0
2019-11-05 02:00:00+01,-2.9,1.0,0.0
2019-11-05 03:00:00+01,-3.1,1.0,0.0
2019-11-05 04:00:00+01,-3.4,0.9,0.0
2019-11-05 05:00:00+01,-3.8,0.9,0.0
2019-11-05 06:00:00+01,-3.8,0.9,0.0
2019-11-05 07:00:00+01,-4.0,1.0,0.1
2019-11-05 08:00:00+01,-3.4,1.1,20.1
2019-11-05 09:00:00+01,-2.5,1.3,61.9
2019-11-05 10:00:00+01,-1.8,1.5,108.9
2019-11-05 11:00:00+01,-1.0,1.8,149.0
2019-11-05 12:00:00+01,-0.2,1.8,207.7
2019-11-05 13:00:00+01,-0.4,1.6,127.1
2019-11-05 14:00:00+01,-1.0,1.2,76.6
2019-11-05 15:00:00+01,-1.2,1.1,25.7
2019-11-05 16:00:00+01,-1.9,0.8,0.2
2019-11-05 17:00:00+01,-2.5,1.0,0.0
2019-11-05 18:00:00+01,-3.1,0.8,0.0
2019-11-05 19:00:00+01,-3.6,1.0,0.0
2019-11-05 20:00:00+01,-3.8,1.0,0.0
2019-11-05 21:00:00+01,-3.9,0.9,0.0
2019-11-05 22:00:00+01,-3.8,0.9,0.0
2019-11-05 23:00:00+01,-3.8,1.0,0.0
2019-11-06 00:00:00+01,-3.9,0.9,0.0
2019-11-06 01:00:00+01,-3.9,0.8,0.0
2019-11-06 02:00:00+01,-3.9,1.0,0.0
2019-11-06 03:00:00+01,-3.8,0.8,0.0
2019-11-06 04:00:00+01,-3.8,0.8,0.0
2019-11-06 05:00:00+01,-3.7,0.8,0.0
2019-11-06 06:00:00+01,-3.8,0.8,0.0
2019-11-06 07:00:00+01,-4.1,0.9,0.0
2019-11-06 08:00:00+01,-3.7,0.9,19.1
2019-11-06 09:00:00+01,-3.3,1.4,54.5
2019-11-06 10:00:00+01,-2.9,1.2,78.0
2019-11-06 11:00:00+01,-2.1,1.3,135.4
2019-11-06 12:00:00+01,-1.8,1.1,122.2
2019-11-06 13:00:00+01,-1.4,1.1,111.2
2019-11-06 14:00:00+01,-1.4,1.4,63.9
2019-11-06 15:00:00+01,-1.7,1.1,39.7
2019-11-06 16:00:00+01,-2.7,0.9,0.0
2019-11-06 17:00:00+01,-3.4,1.0,0.0
2019-11-06 18:00:00+01,-4.2,1.0,0.0
2019-11-06 19:00:00+01,-5.8,0.2,0.0
2019-11-06 20:00:00+01,-5.6,0.2,0.0
2019-11-06 21:00:00+01,-6.0,0.2,0.0
2019-11-06 22:00:00+01,-6.1,0.5,0.0
2019-11-06 23:00:00+01,-5.5,0.6,0.0
2019-11-07 00:00:00+01,-5.5,0.7,0.0
2019-11-07 01:00:00+01,-5.5,0.7,0.0
2019-11-07 02:00:00+01,-5.6,0.7,0.0
2019-11-07 03:00:00+01,-5.6,0.7,0.0
2019-11-07 04:00:00+01,-5.9,0.6,0.0
